Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit,Quantity,Sales,Profit Margin
Office Supplies,Chula Vista,United States,Thomas Thornton,Boston,2015-11-05,CA-2013-146766,91911.0,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,West,Consumer,2015-11-09,Same Day,California,Art,0.0,1.0,56.0,4.0,193.0,0.29
Office Supplies,Eugene,United States,Tracy Poddar,Other,2015-11-05,CA-2013-163328,97405.0,Serrated Blade or Curved Handle Hand Letter Openers,West,Corporate,2015-11-06,Second Class,Oregon,Supplies,0.2,1.0,-4.0,7.0,18.0,-0.22
Furniture,Eugene,United States,Tracy Poddar,Office Star,2015-11-05,CA-2013-163328,97405.0,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",West,Corporate,2015-11-05,Second Class,Oregon,Chairs,0.2,1.0,-14.0,1.0,105.0,-0.13
Furniture,Eugene,United States,Tracy Poddar,Global,2015-11-05,CA-2013-163328,97405.0,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,West,Corporate,2015-11-07,Second Class,Oregon,Chairs,0.2,1.0,-98.0,3.0,650.0,-0.15
Office Supplies,Eugene,United States,Tracy Poddar,Xerox,2015-11-05,CA-2013-163328,97405.0,Xerox 1887,West,Corporate,2015-11-07,Second Class,Oregon,Paper,0.2,1.0,5.0,1.0,15.0,0.33
Furniture,Miami,United States,Maureen Fritzler,Ultra,2015-11-05,CA-2013-165827,33180.0,Ultra Door Pull Handle,South,Corporate,2015-11-07,Standard Class,Florida,Furnishings,0.2,1.0,8.0,6.0,50.0,0.16
Office Supplies,Los Angeles,United States,Unknown Customer,Other,2015-11-05,CA-2013-119018,90004.0,Tuff Stuff Recycled Round Ring Binders,West,Home Office,2015-11-07,Standard Class,California,Binders,0.2,1.0,3.0,2.0,8.0,0.38
Office Supplies,Los Angeles,United States,Carl Weiss,Xerox,2015-11-05,CA-2013-119018,90004.0,Xerox 229,West,Home Office,2015-11-09,Standard Class,California,Paper,0.0,1.0,19.0,6.0,39.0,0.49
Office Supplies,Charlotte,United States,Unknown Customer,Eldon,2015-11-05,CA-2013-162236,28205.0,Eldon Portable Mobile Manager,South,Corporate,2015-11-09,Second Class,North Carolina,Storage,0.2,1.0,4.0,2.0,45.0,0.09
Furniture,Charlotte,United States,Elpida Rittenbach,Other,2015-11-05,CA-2013-162236,28205.0,BPI Conference Tables,South,Corporate,2015-11-09,Second Class,North Carolina,Tables,0.4,1.0,-292.0,10.0,876.0,-0.33
Office Supplies,Charlotte,United States,Elpida Rittenbach,Premier,2015-11-05,CA-2013-162236,28205.0,Premier Electric Letter Opener,South,Corporate,2015-11-07,Second Class,North Carolina,Supplies,0.2,1.0,-35.0,2.0,185.0,-0.19
Technology,San Diego,United States,Unknown Customer,Okidata,2015-11-05,CA-2013-158260,92037.0,Okidata B400 Printer,West,Consumer,2015-11-07,Standard Class,California,Machines,0.2,1.0,77.0,2.0,686.0,0.11
Furniture,Houston,United States,Sally Matthias,DAX,2015-11-05,US-2013-111563,77041.0,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Central,Consumer,2015-11-07,Standard Class,Texas,Furnishings,0.6,1.0,-6.0,3.0,11.0,-0.55
Furniture,Houston,United States,Sally Matthias,Deflect-o,2015-11-05,US-2013-111563,77041.0,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Central,Consumer,2015-11-09,Standard Class,Texas,Furnishings,0.6,1.0,-84.0,4.0,66.0,-1.27
Technology,Philadelphia,United States,Alejandro Savely,Anker,2015-11-06,US-2013-106677,19134.0,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,East,Corporate,2015-11-09,Standard Class,Pennsylvania,Phones,0.4,1.0,-16.0,2.0,24.0,-0.67
Furniture,Houston,United States,Emily Phan,Other,2015-11-06,US-2013-131611,77036.0,Laminate Occasional Tables,Central,Consumer,2015-11-11,Standard Class,Texas,Tables,0.3,1.0,-160.0,8.0,863.0,-0.19
Furniture,Houston,United States,Emily Phan,O'Sullivan,2015-11-06,US-2013-131611,77036.0,O'Sullivan Plantations 2-Door Library in Landvery Oak,Central,Consumer,2015-11-10,Standard Class,Texas,Bookcases,0.32,1.0,-225.0,7.0,957.0,-0.24
Office Supplies,Houston,United States,Emily Phan,Other,2015-11-06,US-2013-131611,77036.0,Premium Transparent Presentation Covers by GBC,Central,Consumer,2015-11-10,Standard Class,Texas,Binders,0.8,1.0,-20.0,3.0,13.0,-1.54
Technology,Houston,United States,Emily Phan,Logitech,2015-11-06,US-2013-131611,77036.0,Logitech Wireless Headset H600 Over-The-Head Design,Central,Consumer,2015-11-10,Standard Class,Texas,Accessories,0.2,1.0,45.0,5.0,172.0,0.26
Office Supplies,Lawrence,United States,Michelle Arnett,Other,2015-11-06,US-2013-165078,46226.0,Prismacolor Color Pencil Set,Central,Home Office,2015-11-10,Standard Class,Indiana,Art,0.0,1.0,16.0,2.0,40.0,0.4
Office Supplies,Lawrence,United States,Michelle Arnett,Avery,2015-11-06,US-2013-165078,46226.0,Avery 503,Central,Home Office,2015-11-11,Standard Class,Indiana,Labels,0.0,1.0,25.0,5.0,52.0,0.48
Office Supplies,Laredo,United States,Evan Bailliet,Avery,2015-11-06,CA-2013-143441,78041.0,Avery 490,Central,Consumer,2015-11-11,Same Day,Texas,Labels,0.2,1.0,4.0,1.0,12.0,0.33
Technology,Seattle,United States,Nora Preis,Other,2015-11-06,CA-2013-125094,98105.0,Cherry 142-key Programmable Keyboard,West,Consumer,2015-11-09,Standard Class,Washington,Accessories,0.0,1.0,53.0,4.0,480.0,0.11
Technology,San Jose,United States,Logan Haushalter,KeyTronic,2015-11-06,CA-2013-144092,95123.0,KeyTronic E03601U1 - Keyboard - Beige,West,Consumer,2015-11-06,Second Class,California,Accessories,0.0,1.0,13.0,4.0,72.0,0.18
Furniture,San Jose,United States,Logan Haushalter,Other,2015-11-06,CA-2013-144092,95123.0,Harbour Creations 67200 Series Stacking Chairs,West,Consumer,2015-11-10,Second Class,California,Chairs,0.2,1.0,10.0,2.0,114.0,0.09
Furniture,Virginia Beach,United States,Liz Willingham,3M,2015-11-06,CA-2013-157280,23464.0,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",South,Consumer,2015-11-08,First Class,Virginia,Furnishings,0.0,1.0,71.0,2.0,274.0,0.26
Technology,Virginia Beach,United States,Unknown Customer,Microsoft,2015-11-06,CA-2013-157280,23464.0,Microsoft Natural Ergonomic Keyboard 4000,South,Consumer,2015-11-08,First Class,Virginia,Accessories,0.0,1.0,19.0,3.0,90.0,0.21
Furniture,Virginia Beach,United States,Liz Willingham,Tenex,2015-11-06,CA-2013-157280,23464.0,"Tenex Chairmat w/ Average Lip, 45"" x 53""",South,Consumer,2015-11-08,First Class,Virginia,Furnishings,0.0,1.0,76.0,5.0,757.0,0.1
Furniture,Los Angeles,United States,Unknown Customer,Eldon,2015-11-07,US-2013-125969,90004.0,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,West,Home Office,2015-11-08,Second Class,California,Furnishings,0.0,1.0,26.0,3.0,239.0,0.11
Furniture,Jacksonville,United States,Kelly Lampkin,Other,2015-11-07,US-2013-153815,32216.0,High-Back Leather Manager's Chair,South,Corporate,2015-11-11,First Class,Florida,Chairs,0.2,1.0,-29.0,2.0,208.0,-0.14
Furniture,Jacksonville,United States,Kelly Lampkin,Executive Impressions,2015-11-07,US-2013-153815,32216.0,"Executive Impressions 14"" Contract Wall Clock",South,Corporate,2015-11-10,First Class,Florida,Furnishings,0.2,1.0,6.0,2.0,36.0,0.17
Office Supplies,Jacksonville,United States,Kelly Lampkin,Other,2015-11-07,US-2013-153815,32216.0,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",South,Corporate,2015-11-10,First Class,Florida,Paper,0.2,1.0,31.0,2.0,89.0,0.35
Office Supplies,San Diego,United States,Irene Maddox,Eldon,2015-11-07,CA-2013-109925,92105.0,Eldon Portable Mobile Manager,West,Consumer,2015-11-10,Second Class,California,Storage,0.0,1.0,23.0,3.0,85.0,0.27
Office Supplies,Seattle,United States,Max Jones,Wilson Jones,2015-11-07,CA-2013-113817,98115.0,Wilson Jones International Size A4 Ring Binders,West,Consumer,2015-11-10,Standard Class,Washington,Binders,0.2,1.0,10.0,2.0,28.0,0.36
Office Supplies,Los Angeles,United States,Eudokia Martin,Fellowes,2015-11-08,CA-2013-161669,90036.0,Fellowes Binding Cases,West,Corporate,2015-11-11,First Class,California,Binders,0.2,1.0,12.0,4.0,37.0,0.32
Office Supplies,Los Angeles,United States,Eudokia Martin,Ibico,2015-11-08,CA-2013-161669,90036.0,Ibico Plastic and Wire Spiral Binding Combs,West,Corporate,2015-11-12,First Class,California,Binders,0.2,1.0,9.0,4.0,27.0,0.33
Office Supplies,Los Angeles,United States,Eudokia Martin,Acme,2015-11-08,CA-2013-161669,90036.0,Acme Preferred Stainless Steel Scissors,West,Corporate,2015-11-10,First Class,California,Supplies,0.0,1.0,3.0,2.0,11.0,0.27
Office Supplies,Los Angeles,United States,Eudokia Martin,Avery,2015-11-08,CA-2013-161669,90036.0,Avery 486,West,Corporate,2015-11-10,First Class,California,Labels,0.0,1.0,7.0,2.0,15.0,0.47
Office Supplies,Lakewood,United States,Cindy Chapman,Other,2015-11-08,US-2013-139388,8701.0,Rubber Band Ball,East,Consumer,2015-11-13,First Class,New Jersey,Fasteners,0.0,1.0,0.0,4.0,15.0,0.0
Office Supplies,Oceanside,United States,Penelope Sewall,Wirebound,2015-11-08,CA-2013-164896,92054.0,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",West,Home Office,2015-11-13,Standard Class,California,Paper,0.0,1.0,6.0,2.0,13.0,0.46
Furniture,Cheyenne,United States,Michelle Arnett,Global,2015-11-08,CA-2013-152247,82001.0,Global Troy Executive Leather Low-Back Tilter,West,Home Office,2015-11-10,Standard Class,Wyoming,Chairs,0.2,1.0,100.0,4.0,1603.0,0.06
Technology,Rochester,United States,Unknown Customer,AT&T,2015-11-08,CA-2013-132997,14609.0,AT&T SB67148 SynJ,East,Consumer,2015-11-13,First Class,New York,Phones,0.0,1.0,71.0,4.0,264.0,0.27
Technology,Rochester,United States,Luke Weiss,Jabra,2015-11-08,CA-2013-132997,14609.0,Jabra Supreme Plus Driver Edition Headset,East,Consumer,2015-11-13,First Class,New York,Phones,0.0,1.0,101.0,3.0,360.0,0.28
Office Supplies,Rochester,United States,Luke Weiss,Xerox,2015-11-08,CA-2013-132997,14609.0,Xerox 23,East,Consumer,2015-11-10,First Class,New York,Paper,0.0,1.0,6.0,2.0,13.0,0.46
Office Supplies,Rochester,United States,Luke Weiss,Eldon,2015-11-08,CA-2013-132997,14609.0,"Eldon Base for stackable storage shelf, platinum",East,Consumer,2015-11-10,First Class,New York,Storage,0.0,1.0,6.0,3.0,117.0,0.05
Office Supplies,Rochester,United States,Luke Weiss,Ibico,2015-11-08,CA-2013-132997,14609.0,Ibico EB-19 Dual Function Manual Binding System,East,Consumer,2015-11-10,First Class,New York,Binders,0.2,1.0,90.0,2.0,277.0,0.32
Office Supplies,Dallas,United States,Michael Chen,Other,2015-11-08,CA-2013-116337,75220.0,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Central,Consumer,2015-11-10,Standard Class,Texas,Storage,0.2,1.0,20.0,3.0,314.0,0.06
Furniture,Henderson,United States,Claire Gute,Bush,2015-11-08,CA-2013-152156,42420.0,Bush Somerset Collection Bookcase,South,Consumer,2015-11-14,Second Class,Kentucky,Bookcases,0.0,1.0,42.0,2.0,262.0,0.16
Furniture,Henderson,United States,Claire Gute,Hon,2015-11-09,CA-2013-152156,42420.0,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",South,Consumer,2015-11-13,Second Class,Kentucky,Chairs,0.0,1.0,220.0,3.0,732.0,0.3
Technology,Oakland,United States,Philip Fox,Logitech,2015-11-09,CA-2013-138233,94601.0,Logitech Wireless Gaming Headset G930,West,Consumer,2015-11-12,Standard Class,California,Accessories,0.0,1.0,178.0,3.0,480.0,0.37
Office Supplies,San Francisco,United States,Pamela Coakley,Other,2015-11-10,CA-2013-105494,94122.0,File Shuttle I and Handi-File,West,Corporate,2015-11-12,First Class,California,Storage,0.0,1.0,42.0,7.0,156.0,0.27
Office Supplies,San Francisco,United States,Pamela Coakley,Other,2015-11-11,CA-2013-105494,94122.0,Binding Machine Supplies,West,Corporate,2015-11-15,First Class,California,Binders,0.2,1.0,25.0,3.0,70.0,0.36
Office Supplies,San Francisco,United States,Chuck Clark,ACCOHIDE,2015-11-11,CA-2013-163384,94122.0,"ACCOHIDE 3-Ring Binder, Blue, 1""",West,Home Office,2015-11-13,First Class,California,Binders,0.2,1.0,4.0,4.0,13.0,0.31
Office Supplies,Warner Robins,United States,Debra Catini,Newell,2015-11-11,CA-2013-137736,31088.0,Newell 315,South,Consumer,2015-11-13,Standard Class,Georgia,Art,0.0,1.0,10.0,7.0,42.0,0.24
Office Supplies,Toledo,United States,Unknown Customer,Staple remover,2015-11-11,CA-2013-115588,43615.0,Staple remover,East,Consumer,2015-11-13,Second Class,Ohio,Supplies,0.2,1.0,-3.0,5.0,15.0,-0.2
Office Supplies,Toledo,United States,Art Foster,Acco,2015-11-11,CA-2013-115588,43615.0,Acco Perma 4000 Stacking Storage Drawers,East,Consumer,2015-11-16,Second Class,Ohio,Storage,0.2,1.0,-2.0,3.0,39.0,-0.05
Office Supplies,Springfield,United States,Paul Prost,Avery,2015-11-11,CA-2013-145177,45503.0,Avery File Folder Labels,East,Home Office,2015-11-13,Standard Class,Ohio,Labels,0.2,1.0,3.0,4.0,9.0,0.33
Technology,Springfield,United States,Paul Prost,Square,2015-11-11,CA-2013-145177,45503.0,Square Credit Card Reader,East,Home Office,2015-11-13,Standard Class,Ohio,Phones,0.4,1.0,-10.0,7.0,42.0,-0.24
Office Supplies,Springfield,United States,Paul Prost,Xerox,2015-11-11,CA-2013-145177,45503.0,Xerox 1882,East,Home Office,2015-11-15,Standard Class,Ohio,Paper,0.2,1.0,32.0,2.0,90.0,0.36
Office Supplies,Springfield,United States,Paul Prost,Wirebound,2015-11-11,CA-2013-145177,45503.0,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",East,Home Office,2015-11-15,Standard Class,Ohio,Paper,0.2,1.0,8.0,3.0,22.0,0.36
Office Supplies,Springfield,United States,Paul Prost,Eureka,2015-11-11,CA-2013-145177,45503.0,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",East,Home Office,2015-11-15,Standard Class,Ohio,Appliances,0.2,1.0,29.0,4.0,335.0,0.09
Furniture,Springfield,United States,Paul Prost,DAX,2015-11-11,CA-2013-145177,45503.0,DAX Natural Wood-Tone Poster Frame,East,Home Office,2015-11-15,Standard Class,Ohio,Furnishings,0.2,1.0,30.0,7.0,148.0,0.2
Technology,Springfield,United States,Paul Prost,Memorex,2015-11-11,CA-2013-145177,45503.0,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",East,Home Office,2015-11-15,Standard Class,Ohio,Accessories,0.2,1.0,-29.0,7.0,179.0,-0.16
Office Supplies,Springfield,United States,Paul Prost,GBC,2015-11-11,CA-2013-145177,45503.0,GBC Twin Loop Wire Binding Elements,East,Home Office,2015-11-15,Standard Class,Ohio,Binders,0.7,1.0,-47.0,7.0,70.0,-0.67
Technology,Houston,United States,Maxwell Schwartz,Kensington,2015-11-11,US-2013-144547,77036.0,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,Central,Consumer,2015-11-15,Standard Class,Texas,Accessories,0.2,1.0,49.0,7.0,280.0,0.18
Office Supplies,Springfield,United States,Kalyca Meade,Wilson Jones,2015-11-11,CA-2013-119935,65807.0,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Central,Corporate,2015-11-15,Standard Class,Missouri,Binders,0.0,1.0,39.0,2.0,82.0,0.48
Office Supplies,New York City,United States,Sally Hughsby,Other,2015-11-11,CA-2013-125164,10011.0,Canvas Sectional Post Binders,East,Corporate,2015-11-15,Standard Class,New York,Binders,0.2,1.0,7.0,1.0,20.0,0.35
Office Supplies,New York City,United States,Sally Hughsby,Wilson Jones,2015-11-11,CA-2013-125164,10011.0,Wilson Jones Century Plastic Molded Ring Binders,East,Corporate,2015-11-15,Standard Class,New York,Binders,0.2,1.0,17.0,3.0,50.0,0.34
Office Supplies,Los Angeles,United States,Arianne Irving,Other,2015-11-11,CA-2013-158694,90036.0,Embossed Ink Jet Note Cards,West,Consumer,2015-11-15,Second Class,California,Paper,0.0,1.0,33.0,3.0,68.0,0.49
Office Supplies,Los Angeles,United States,Arianne Irving,Belkin,2015-11-11,CA-2013-158694,90036.0,Belkin F9S820V06 8 Outlet Surge,West,Consumer,2015-11-15,Second Class,California,Appliances,0.0,1.0,39.0,4.0,130.0,0.3
Furniture,Los Angeles,United States,Arianne Irving,Howard Miller,2015-11-11,CA-2013-158694,90036.0,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",West,Consumer,2015-11-14,Second Class,California,Furnishings,0.0,1.0,192.0,9.0,467.0,0.41
Office Supplies,Los Angeles,United States,Arianne Irving,Standard,2015-11-11,CA-2013-158694,90036.0,Standard Rollaway File with Lock,West,Consumer,2015-11-14,Second Class,California,Storage,0.0,1.0,187.0,4.0,721.0,0.26
Office Supplies,Los Angeles,United States,Arianne Irving,Other,2015-11-11,CA-2013-158694,90036.0,Peel & Stick Add-On Corner Pockets,West,Consumer,2015-11-14,Second Class,California,Binders,0.2,1.0,2.0,3.0,5.0,0.4
Office Supplies,Los Angeles,United States,Arianne Irving,Newell,2015-11-11,CA-2013-158694,90036.0,Newell 338,West,Consumer,2015-11-14,Second Class,California,Art,0.0,1.0,4.0,5.0,15.0,0.27
Furniture,Sacramento,United States,Ben Ferrer,Eldon,2015-11-11,CA-2013-162348,95823.0,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",West,Home Office,2015-11-14,Standard Class,California,Furnishings,0.0,1.0,3.0,1.0,10.0,0.3
Office Supplies,Troy,United States,Seth Vernon,Xerox,2015-11-11,US-2013-136581,45373.0,Xerox 227,East,Consumer,2015-11-16,First Class,Ohio,Paper,0.2,1.0,11.0,6.0,31.0,0.35
Technology,Oklahoma City,United States,Aaron Bergman,Samsung,2015-11-11,CA-2013-140935,73120.0,Samsung Convoy 3,Central,Consumer,2015-11-14,First Class,Oklahoma,Phones,0.0,1.0,62.0,2.0,222.0,0.28
Furniture,Oklahoma City,United States,Aaron Bergman,Sauder,2015-11-11,CA-2013-140935,73120.0,"Sauder Facets Collection Library, Sky Alder Finish",Central,Consumer,2015-11-13,First Class,Oklahoma,Bookcases,0.0,1.0,55.0,2.0,342.0,0.16
Office Supplies,New York City,United States,Scott Williamson,Other,2015-11-11,CA-2013-127761,10009.0,Presstex Flexible Ring Binders,East,Consumer,2015-11-13,Standard Class,New York,Binders,0.2,1.0,1.0,1.0,4.0,0.25
Technology,New York City,United States,Scott Williamson,Other,2015-11-11,CA-2013-127761,10009.0,BlackBerry Q10,East,Consumer,2015-11-13,Standard Class,New York,Phones,0.0,1.0,220.0,7.0,882.0,0.25
Technology,New York City,United States,Bryan Davis,Other,2015-11-11,CA-2013-124667,10011.0,Micropad Numeric Keypads,East,Consumer,2015-11-15,Standard Class,New York,Accessories,0.0,1.0,15.0,3.0,60.0,0.25
Office Supplies,New York City,United States,Bryan Davis,SAFCO,2015-11-12,CA-2013-124667,10011.0,Safco Steel Mobile File Cart,East,Consumer,2015-11-15,Standard Class,New York,Storage,0.0,1.0,21.0,1.0,83.0,0.25
Technology,Chicago,United States,Brenda Bowman,Belkin,2015-11-12,CA-2013-124506,60623.0,Belkin F8E887 USB Wired Ergonomic Keyboard,Central,Corporate,2015-11-17,Standard Class,Illinois,Accessories,0.2,1.0,1.0,4.0,96.0,0.01
Technology,Detroit,United States,Lisa Decherney,Other,2015-11-12,CA-2013-139878,48234.0,Digium D40 VoIP phone,Central,Consumer,2015-11-18,Standard Class,Michigan,Phones,0.0,1.0,75.0,2.0,258.0,0.29
Furniture,San Francisco,United States,Berenike Kampe,Eldon,2015-11-12,CA-2013-130799,94110.0,"Eldon Regeneration Recycled Desk Accessories, Smoke",West,Consumer,2015-11-18,Second Class,California,Furnishings,0.0,1.0,2.0,4.0,7.0,0.29
Office Supplies,Apopka,United States,Laurel Beltran,Sanyo,2015-11-12,CA-2013-131968,32712.0,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,South,Home Office,2015-11-17,Standard Class,Florida,Appliances,0.2,1.0,50.0,3.0,672.0,0.07
Office Supplies,New York City,United States,Unknown Customer,Staple magnet,2015-11-12,CA-2013-145548,10011.0,Staple magnet,East,Corporate,2015-11-16,Standard Class,New York,Storage,0.0,1.0,8.0,3.0,28.0,0.29
Office Supplies,New York City,United States,Edward Becker,Boston,2015-11-12,CA-2013-145548,10011.0,"Boston School Pro Electric Pencil Sharpener, 1670",East,Corporate,2015-11-17,Standard Class,New York,Art,0.0,1.0,25.0,3.0,93.0,0.27
Furniture,New York City,United States,Edward Becker,Global,2015-11-12,CA-2013-145548,10011.0,"Global Wood Trimmed Manager's Task Chair, Khaki",East,Corporate,2015-11-17,Standard Class,New York,Chairs,0.1,1.0,8.0,3.0,246.0,0.03
Office Supplies,New York City,United States,Edward Becker,Other,2015-11-12,CA-2013-145548,10011.0,Deluxe Heavy-Duty Vinyl Round Ring Binder,East,Corporate,2015-11-17,Standard Class,New York,Binders,0.2,1.0,17.0,3.0,55.0,0.31
Office Supplies,New York City,United States,Edward Becker,XtraLife,2015-11-12,CA-2013-145548,10011.0,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",East,Corporate,2015-11-17,Standard Class,New York,Binders,0.2,1.0,11.0,3.0,35.0,0.31
Furniture,San Francisco,United States,Liz Pelletier,Other,2015-11-12,CA-2013-116722,94110.0,Magnifier Swing Arm Lamp,West,Consumer,2015-11-17,Standard Class,California,Furnishings,0.0,1.0,11.0,2.0,42.0,0.26
Furniture,San Francisco,United States,Liz Pelletier,Hon,2015-11-12,CA-2013-116722,94110.0,Hon Every-Day Series Multi-Task Chairs,West,Consumer,2015-11-17,Standard Class,California,Chairs,0.2,1.0,0.0,3.0,451.0,0.0
Office Supplies,San Francisco,United States,Liz Pelletier,Avery,2015-11-12,CA-2013-116722,94110.0,Avery Poly Binder Pockets,West,Consumer,2015-11-17,Standard Class,California,Binders,0.2,1.0,11.0,11.0,32.0,0.34
Furniture,Noblesville,United States,Alejandro Savely,Balt,2015-11-12,US-2013-164196,46060.0,Balt Solid Wood Round Tables,Central,Corporate,2015-11-17,Standard Class,Indiana,Tables,0.0,1.0,241.0,6.0,2679.0,0.09
Office Supplies,Arlington Heights,United States,Unknown Customer,Newell,2015-11-12,CA-2013-103128,60004.0,Newell 332,Central,Consumer,2015-11-17,Standard Class,Illinois,Art,0.2,1.0,1.0,6.0,14.0,0.07
Office Supplies,Mesa,United States,Maurice Satty,Other,2015-11-13,CA-2013-134348,85204.0,Round Ring Binders,West,Consumer,2015-11-16,Standard Class,Arizona,Binders,0.7,1.0,-3.0,7.0,4.0,-0.75
Technology,Mesa,United States,Maurice Satty,Other,2015-11-13,CA-2013-134348,85204.0,Micropad Numeric Keypads,West,Consumer,2015-11-20,Standard Class,Arizona,Accessories,0.2,1.0,2.0,2.0,32.0,0.06
Office Supplies,La Porte,United States,Frank Hawley,Tyvek,2015-11-13,CA-2013-152170,46350.0,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",Central,Corporate,2015-11-20,Second Class,Indiana,Envelopes,0.0,1.0,129.0,8.0,288.0,0.45
Office Supplies,La Porte,United States,Frank Hawley,Belkin,2015-11-13,CA-2013-152170,46350.0,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Central,Corporate,2015-11-20,Second Class,Indiana,Appliances,0.0,1.0,11.0,2.0,38.0,0.29
Office Supplies,La Porte,United States,Frank Hawley,Xerox,2015-11-13,CA-2013-152170,46350.0,Xerox 1896,Central,Corporate,2015-11-16,Second Class,Indiana,Paper,0.0,1.0,9.0,2.0,20.0,0.45
Office Supplies,La Porte,United States,Frank Hawley,Newell,2015-11-13,CA-2013-152170,46350.0,Newell 332,Central,Corporate,2015-11-16,Second Class,Indiana,Art,0.0,1.0,6.0,7.0,21.0,0.29
Office Supplies,La Porte,United States,Frank Hawley,Cardinal,2015-11-13,CA-2013-152170,46350.0,Cardinal Slant-D Ring Binders,Central,Corporate,2015-11-16,Second Class,Indiana,Binders,0.0,1.0,9.0,2.0,17.0,0.53
Furniture,Parma,United States,Susan Pistek,Global,2015-11-13,CA-2013-124590,44134.0,"Global Leather and Oak Executive Chair, Black",East,Consumer,2015-11-16,Standard Class,Ohio,Chairs,0.3,1.0,-21.0,7.0,1475.0,-0.01
Office Supplies,Parma,United States,Susan Pistek,Holmes,2015-11-13,CA-2013-124590,44134.0,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",East,Consumer,2015-11-16,Standard Class,Ohio,Appliances,0.2,1.0,33.0,2.0,110.0,0.3
Office Supplies,Parma,United States,Susan Pistek,Other,2015-11-13,CA-2013-124590,44134.0,OIC Bulk Pack Metal Binder Clips,East,Consumer,2015-11-17,Standard Class,Ohio,Fasteners,0.2,1.0,5.0,6.0,17.0,0.29
Furniture,Parma,United States,Susan Pistek,Hon,2015-11-13,CA-2013-124590,44134.0,Hon 4070 Series Pagoda Round Back Stacking Chairs,East,Consumer,2015-11-17,Standard Class,Ohio,Chairs,0.3,1.0,-13.0,2.0,449.0,-0.03
Technology,San Diego,United States,Dianna Wilson,Panasonic,2015-11-13,CA-2013-164399,92024.0,Panasonic KX TS3282W Corded phone,West,Home Office,2015-11-17,First Class,California,Phones,0.2,1.0,25.0,3.0,204.0,0.12
Furniture,Chicago,United States,Stephanie Phelps,DAX,2015-11-13,CA-2013-149349,60623.0,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Central,Corporate,2015-11-16,First Class,Illinois,Furnishings,0.6,1.0,-9.0,6.0,23.0,-0.39
Office Supplies,Vancouver,United States,Frank Merwin,Boston,2015-11-13,CA-2013-155488,98661.0,Boston 16801 Nautilus Battery Pencil Sharpener,West,Home Office,2015-11-16,Standard Class,Washington,Art,0.0,1.0,11.0,2.0,44.0,0.25
Office Supplies,Thomasville,United States,Cindy Stewart,Acme,2015-11-14,CA-2013-121958,27360.0,Acme Forged Steel Scissors with Black Enamel Handles,South,Consumer,2015-11-14,Standard Class,North Carolina,Supplies,0.2,1.0,6.0,7.0,52.0,0.12
Furniture,Auburn,United States,Adrian Shami,Eldon,2015-11-14,CA-2013-149461,98002.0,"Eldon Image Series Desk Accessories, Burgundy",West,Home Office,2015-11-18,Standard Class,Washington,Furnishings,0.0,1.0,2.0,1.0,4.0,0.5
Office Supplies,Highland Park,United States,Laurel Beltran,XtraLife,2015-11-14,US-2013-162103,60035.0,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Central,Home Office,2015-11-20,Standard Class,Illinois,Binders,0.8,1.0,-5.0,2.0,3.0,-1.67
Office Supplies,New York City,United States,Cyma Kinney,Tenex,2015-11-14,CA-2013-101336,10011.0,"Tenex File Box, Personal Filing Tote with Lid, Black",East,Corporate,2015-11-18,Standard Class,New York,Storage,0.0,1.0,20.0,5.0,78.0,0.26
Office Supplies,New York City,United States,Cyma Kinney,Eldon,2015-11-14,CA-2013-101336,10011.0,Eldon Simplefile Box Office,East,Corporate,2015-11-18,Standard Class,New York,Storage,0.0,1.0,7.0,2.0,25.0,0.28
